movie_title,original_title,director_name,actor_1_name,actor_2_name,actor_3_name,budget,gross,title_year,release_date,duration,vote_average,vote_count,popularity,genres,country,original_language,overview,tagline,tmdb_id,imdb_id
The Great Father,ദി ഗ്രേറ്റ്‌ ഫാദര്‍,Haneef Adeni,Mammootty,Arya,Anikha Surendran,9400000,9600000,2017,2017-03-30,147,6.103,29,1.924,Action|Crime|Mystery,India,ml,A businessman who is trying hard to be a good father to his daughter has a run-in with malevolent policeman.,,428658,tt5996836
Killing Salazar,Killing Salazar,Keoni Waxman,Steven Seagal,Luke Goss,Georges St-Pierre,7000000,37766,2017,2017-01-23,100,4.9,60,1.9156,Crime|Action|Adventure|Thriller,Romania|United States of America,en,An elite team of DEA agents are assigned to protect a dangerous drug lord and take refuge in a luxury hotel while they await extraction. They soon find themselves at the center of an ambush as the drug lord's former associates launch an explosive assault on the hotel.,"In this game, there is only one king.",412678,tt4949290
Brawl in Cell Block 99,Brawl in Cell Block 99,S. Craig Zahler,Vince Vaughn,Jennifer Carpenter,Don Johnson,10000000,64453,2017,2017-09-23,132,6.972,1486,1.9047,Action|Crime|Thriller,United States of America,en,"After working as a drug courier and getting into a brutal shootout with police, a former boxer finds himself at the mercy of his enemies as they force him to instigate violent acts that turn the prison he resides in into a battleground.",,398175,tt5657856
The Whiskey Bandit,A Viszkis,Nimród Antal,Bence Szalay,Piroska Móga,Zoltán Schneider,4650000,2003824,2017,2017-11-23,126,6.441,94,1.893,Action|Crime,Hungary,hu,"Between 1993 and 1999, one man robbed 29 financial institutions in Budapest. Banks, post offices and even travel agencies fell victim to his crime spree. The police had no leads and no hope of finding him during his six-year stint. The only clue left behind at the crime scenes was the distinct aroma of whiskey. The media christened him the “Whiskey Bandit”. Never physically harming anyone, many began to eagerly follow his escapades through the media. A Transylvanian immigrant, who also happened to be a goalie for one of the city's largest hockey teams, named Attila Ambrus, was finally identified as the “Whiskey Bandit”. The police had finally captured him... or so they thought.",,401600,tt5871080
Rings,Rings,F. Javier Gutiérrez,Matilda Lutz,Alex Roe,Johnny Galecki,25000000,83080890,2017,2017-02-01,102,4.997,2539,1.8855,Horror,United States of America,en,"Julia becomes worried about her boyfriend Holt when he explores the dark urban legend of a mysterious videotape said to kill the watcher seven days after viewing. She sacrifices herself to save her boyfriend and in doing so makes a horrifying discovery: there is a ""movie within the movie"" that no one has ever seen before.",First you watch it. Then you die.,14564,tt0498381
Good Time,Good Time,Benny Safdie,Robert Pattinson,Benny Safdie,Buddy Duress,2000000,3283369,2017,2017-08-11,102,7.215,2939,1.8669,Crime|Thriller|Drama,United States of America,en,"After a botched bank robbery lands his younger brother in prison, Connie Nikas embarks on a twisted odyssey through New York City's underworld to get his brother Nick out of jail.",Are you ready for a Good Time?,429200,tt4846232
November,November,Rainer Sarnet,Rea Lest,Jörgen Liik,Arvo Kukumägi,1550000,19084,2017,2017-02-03,115,7.1,161,1.8607,Drama|Fantasy|Romance|Horror,Estonia|Poland,et,"In a poor Estonian village, a group of peasants use magic and folk remedies to survive the winter, and a young woman tries to get a young man to love her.",,437583,tt6164502
Just Getting Started,Just Getting Started,Ron Shelton,Morgan Freeman,Tommy Lee Jones,Rene Russo,22000000,6069605,2017,2017-12-01,91,4.934,244,1.8546,Action|Comedy,Canada|United States of America,en,"Duke Diver is living the high life as the freewheeling manager of a luxurious resort in Palm Springs, Calif. He soon faces competition from Leo, a former military man who likes the same woman that Duke is interested in. When Diver's past suddenly catches up with him, he must put aside his differences and reluctantly team up with Leo to stop whoever is trying to kill him.",Chivalry meets rivalry,398177,tt5721088
Satan's Slaves,Pengabdi Setan,Joko Anwar,Tara Basro,Bront Palarae,Endy Arfian,120000,9033726,2017,2017-09-28,107,6.7,277,1.7992,Horror|Mystery,Indonesia|South Korea,id,"After dying from a strange illness that she suffered for three years, a mother returns home to pick up her children.",She comes back for the last child.,467012,tt7076834
Thelma,Thelma,Joachim Trier,Eili Harboe,Kaya Wilkins,Henrik Rafaelsen,5700000,1500000,2017,2017-09-15,116,6.811,1065,1.7928,Drama|Mystery|Thriller,Denmark|France,no,A college student starts to experience extreme seizures. She soon learns that the violent episodes are a symptom of inexplicable abilities.,Unleash Your True Self. Unleash Your True Power.,401898,tt6304046
Finding Your Feet,Finding Your Feet,Richard Loncraine,Imelda Staunton,Celia Imrie,Timothy Spall,7154497,15500000,2017,2017-12-26,111,7.092,174,1.7537,Comedy|Drama|Family|Music|Romance,Italy|United Kingdom,en,A lady has her prim and proper life turned upside down after discovering her husband's affair.,Everyone Deserves a Second Dance,426030,tt4538916
Unknown Soldier,Tuntematon sotilas,Aku Louhimies,Eero Aho,Johannes Holopainen,Jussi Vatanen,8000000,15550000,2017,2017-10-27,179,7.505,201,1.7353,War|Drama,Iceland|Finland,fi,"The film follows Finnish army machine gun company in Continuation War against Soviet Union, 1941–1944. Based on Väinö Linna's best selling novel Tuntematon Sotilas (The Unknown Soldier) and the novel's uncensored version, Sotaromaani (A War Novel).","Finland, behold, thy daylight now is dawning.",400728,tt4065552
The Disaster Artist,The Disaster Artist,James Franco,Dave Franco,James Franco,Seth Rogen,10000000,29820616,2017,2017-03-12,104,7.107,3613,1.7081,Comedy|Drama,United States of America,en,"An aspiring actor in Hollywood meets an enigmatic stranger by the name of Tommy Wiseau, the meeting leads the actor down a path nobody could have predicted; creating the worst movie ever made.",Based on the true story of one movie so bad it became infamous.,371638,tt3521126
Gautamiputra Satakarni,గౌతమిపుత్ర శాతకర్ణి,Radha Krishna Jagarlamudi,Nandamuri Balakrishna,Shriya Saran,Hema Malini,6000000,12000000,2017,2017-01-12,135,5.6,13,1.6817,History|Drama|Action,India,te,"The emperor of Satavahana kingdom, Satakarni comes across many challenges when he attempts to convince his wife that their son is bound to take part in battles and vanquish his enemies.",,434395,tt5832544
Sarvann,ਸਰਵਣ,Amberdeep Singh,Amrinder Gill,Simi Chahal,Ranjit Bawa,700000,2100000,2017,2017-01-13,116,9.0,2,1.677,Comedy|Action|Adventure|Family,India|Canada,pa,"It is an action, drama film about an NRI boy Mithu, coming to India to connect to his true roots.",,435029,tt6256468
The 12th Man,Den 12. mann,Harald Zwart,Thomas Gullestad,Jonathan Rhys Meyers,Marie Blokhus,7806306,9567121,2017,2017-12-25,136,7.15,574,1.6689,War|Drama,Norway,no,"After a failed anti-Nazi sabotage mission leaves his eleven comrades dead, a Norwegian resistance fighter finds himself fleeing the Gestapo through the snowbound reaches of Scandinavia.",Based on a true story of survival and hope,435577,tt3300980
Wish Upon,Wish Upon,John R. Leonetti,Joey King,Ki Hong Lee,Sydney Park,12000000,14300000,2017,2017-07-07,91,5.695,1403,1.6584,Horror|Thriller|Fantasy,United States of America,en,"A teenage girl discovers a box with magical powers, but those powers comes with a deadly price.",Be careful what you wish for,440597,tt5322012
David Lynch: The Art Life,David Lynch: The Art Life,Jon Nguyen,David Lynch,Lula Lynch,,179554,311470,2017,2017-02-15,89,6.943,203,1.631,Documentary,United States of America,en,"An intimate journey through the formative years of David Lynch's life. From his idyllic upbringing in small town America to the dark streets of Philadelphia, we follow Lynch as he traces the events that have helped to shape one of cinema's most enigmatic directors.",Experience a unique documentary event: exploring the life and the mind of the creative genius behind David Lynch.,413765,tt1691152
The Insult,L'Insulte,Ziad Doueiri,Adel Karam,Kamel El Basha,Diamand Abou Abboud,3000000,1001305,2017,2017-09-14,112,7.5,460,1.6116,Drama|Crime,France|Lebanon,fr,"After an emotional exchange between a Lebanese Christian and a Palestinian refugee escalates, the men end up in a court case that gets national attention.",Words change everything.,468284,tt7048622
Phoenix Forgotten,Phoenix Forgotten,Justin Barber,Florence Hartigan,Luke Spencer Roberts,Chelsea Lopez,2800000,3600000,2017,2017-04-21,87,6.024,296,1.5872,Horror|Mystery|Science Fiction,United Kingdom|United States of America,en,"Twenty years after three teenagers disappeared in the wake of mysterious lights appearing above Phoenix, Arizona, unseen footage from that night has been discovered, chronicling the final hours of their fateful expedition.","Based on Shocking, Untold True Events.",443319,tt6574272
Apostasy,Apostasy,Daniel Kokotajlo,Siobhan Finneran,Sacha Parkinson,Molly Wright,500000,434336,2017,2017-09-29,94,6.809,68,1.551,Drama,United Kingdom,en,"A faithful Jehovah's Witness is forced to shun her own sister because of a religious transgression. As the separation draws out, she starts to question the meaning of God's love.",,473309,tt4729896
The Spacewalker,Время первых,Dmitry Kiselev,Evgeny Mironov,Konstantin Khabenskiy,Vladimir Ilin,7075038,9868942,2017,2017-04-06,140,7.042,330,1.5503,Adventure|Drama|History|Thriller,Russia,ru,"March 1965. In the heat of the Cold War, the USA and the USSR are competing for supremacy in space. What both superpowers aim for in this race, is to be the first to have a man walk in outer space. To accomplish that, no price is too high and no risk is too great. Now it’s up to the unlikely duo of a seasoned war veteran and a hot-headed test-pilot to fulfill this mission. Two men in a tiny spaceship, without proper testing, facing the complete unknown. They were supposed to do what no man has done before—and no man imagined what would happen next.","So far from home, so close to disaster",440642,tt6673840
The Broken Key,The Broken Key,Louis Nero,Rutger Hauer,Michael Madsen,Christopher Lambert,2000000,113772,2017,2017-11-16,125,3.273,22,1.5257,Science Fiction|Thriller|History,Italy,en,"In a near future, due to the effects of an uncompromising law on the eco-sustainability of supports, paper has become a rare item, a luxury possession, controlled by the ""Big Z"": Zimurgh Corporation.",Eternal Life on Earth,477278,tt4656810
1971: Beyond Borders,1971: ബിയോണ്ട് ബോര്‍ഡേഴ്സ്,Major Ravi,Mohanlal,Arunoday Singh,Allu Sirish,2400000,1100000,2017,2017-04-07,138,6.0,9,1.516,Drama|War,India,ml,"Set against the backdrop of 1971 Indo-Pak war, the movie is inspired by real incidents and the protagonists are inspired by Param Vir Chakra recipients. The movie shows what consequences of war are on the lives of soldiers on either side of the border.",,428741,tt6363436
C'est la vie!,Le Sens de la fête,Olivier Nakache,Jean-Pierre Bacri,Gilles Lellouche,Jean-Paul Rouve,17200000,23800000,2017,2017-10-04,115,7.024,1511,1.5005,Comedy,France,fr,"Max is a battle-weary veteran of the wedding-planning racket. His latest — and last — gig is a hell of a fête, involving stuffy period costumes for the caterers, a vain, hyper- sensitive singer who thinks he's a Gallic James Brown, and a morose, micromanaging groom determined to make Max's night as miserable as possible. But what makes the affair too bitter to endure is that Max's colleague and ostensible girlfriend, Joisette, seems to have written him off, coolly going about her professional duties while openly flirting with a much younger server. It's going to be a very long night… especially once the groom's aerial serenade gets underway.",,432068,tt5699154
Blockbuster,Блокбастер,Roman Volobuev,Svetlana Ustinova,Anna Chipovskaya,Evgeny Tsyganov,562918,123842,2017,2017-07-13,82,4.896,24,1.4871,Comedy|Crime,Russia,ru,A wannabe model from a small Russian town robs a local bank to fund her modeling career.,,431435,tt5778384
Revolt,Revolt,Joe Miale,Lee Pace,Bérénice Marlohe,Jason Flemyng,4000000,24416,2017,2017-07-01,87,5.517,383,1.4861,Science Fiction|Action,United Kingdom,en,"The story of humankind's last stand against a cataclysmic alien invasion. Set in the war-ravaged African countryside, a U.S. soldier and a French foreign aid worker team up to survive the alien onslaught. Their bond will be tested as they search for refuge across a crumbling world.",,313943,tt3722614
Ayla: The Daughter of War,Ayla,Can Ulkay,İsmail Hacıoğlu,Kim Seol,Çetin Tekindor,4200000,21107423,2017,2017-10-27,124,8.0,376,1.4578,Drama|War|History,Turkey,tr,"In 1950, amidst the ravages of the Korean War, Sergeant Süleyman stumbles upon a a half-frozen little girl, with no parents and no help in sight and he risks his own life to save her, smuggling her into his army base and out of harm’s way.",,472454,tt6316138
Salyut-7,Салют-7,Klim Shipenko,Vladimir Vdovichenkov,Pavel Derevyanko,Aleksandr Samoylenko,15000000,13767037,2017,2017-09-22,106,7.073,477,1.4383,Action|Drama|Adventure,Russia,ru,"USSR, June 1985. After contact with the Salyut 7 space station is lost, cosmonauts Vladimir Dzhanibekov and Viktor Savinykh dock with the empty, frozen craft, and bring her back to life. Based on actual events.",,438740,tt6537238
21 Days Later,بیست و یک روز بعد,Mohammad Reza Kheradmandan,Sareh Bayat,Hamidreza Azarang,Amir Hossein Seddigh,1000000,10000,2017,2017-08-02,90,1.0,1,1.4375,Drama|Family,Iran,fa,The story of a young poor aspiring filmmaker who is trying to raise money to make a short film about a man who stops trains while having to deal with family issues such as his mother's illness.,,440916,tt6217672
Mr. Stein Goes Online,Un profil pour deux,Stéphane Robelin,Pierre Richard,Yaniss Lespert,Fanny Valette,5000000,3358085,2017,2017-02-17,99,5.986,207,1.4274,Romance|Drama|Comedy,Belgium|France,fr,"Pierre, widowed and retired, has not been out of his house for two years. He discovers the joys of the internet thanks to Alex, a young man hired by his daughter to teach him the basics of computer science. On a meeting place, a charming young woman, Flora63, seduced by the romanticism of Pierre, offers her a first date. Lovers, Pierre is back. But on his profile he put a picture of Alex and not his own. Pierre must convince the young man to meet Flora in his place",,434273,tt4693612
Dead Trigger,Dead Trigger,Scott Windhauser,Dolph Lundgren,Autumn Reeser,Romeo,10000000,151493,2017,2017-07-19,92,3.65,50,1.4272,Action|Horror,United States of America,en,"2021 - 5 years after the outbreak of a mysterious virus that turned humans into bloodthirsty, undead beasts much of the world’s population has been decimated. When governments were unable to keep the disease at bay, the Contagion Special Unit was formed with the toughest soldiers and best specialists to fight the infected. Because of the rapidly decreasing number of soldiers, a popular online video game Dead Trigger that mirrors the terrifying events was created. The best efforts of the gamers are monitored by the CSU who recruit the highest rated zombie killers. The young recruits are called “Dead Triggers”. The movie follows a group of young recruits who must travel to the origin of the outbreak to find a missing team of scientists who were searching for a cure.",Based on the Hit First-Person Shooter Game,462115,tt5662550
Beyond Skyline,Beyond Skyline,Liam O'Donnell,Frank Grillo,Bojana Novaković,Iko Uwais,14000000,992181,2017,2017-10-26,105,5.282,1054,1.4096,Action|Science Fiction|Adventure,Canada|China,en,"Detective Mark Corley storms his way onto an alien spaceship to rescue his estranged son. When the ship crashes in Southeast Asia, he forges an alliance with a band of survivors to take back the planet once and for all.",,271404,tt1724970
Mohey,ماحی,Davood Khayam,Anahita Ne'mati,Mehran Ahmadi,Homayoun Ershadi,10000,90000,2017,2017-12-02,90,5.0,1,1.3889,Drama|Mystery|Thriller,Iran,fa,"Mohey is separated from her twin sister and abused after she is plucked from an orphanage as a girl. She becomes trapped in a life of underhand dealings and illegal trading, where her intellect and beauty are used as commodities. When she is coerced into a temporary marriage to secure a deal...",,491671,tt8037662
The Bookshop,La librería,Isabel Coixet,Emily Mortimer,Bill Nighy,Patricia Clarkson,5400000,12055868,2017,2017-11-10,110,6.5,445,1.3361,Drama,Germany|Spain,en,"Set in a small English town in 1959, a woman decides, against polite but ruthless local opposition, to open a bookshop, a decision which becomes a political minefield.",A town without a bookshop is no town at all.,444539,tt3127022
Columbus,Columbus,Kogonada,John Cho,Haley Lu Richardson,Michelle Forbes,700000,1015744,2017,2017-08-04,104,7.1,422,1.3315,Drama,United States of America,en,"When a renowned architecture scholar falls suddenly ill during a speaking tour, his son Jin finds himself stranded in Columbus, Indiana - a small Midwestern city celebrated for its many significant modernist buildings. Jin strikes up a friendship with Casey, a young architecture enthusiast who works at the local library.",,414453,tt5990474
Battle of the Sexes,Battle of the Sexes,Valerie Faris,Emma Stone,Steve Carell,Andrea Riseborough,25000000,12638526,2017,2017-09-22,121,6.8,1897,1.3283,Drama|Comedy|History,United Kingdom|United States of America,en,The true story of the 1973 tennis match between world number one Billie Jean King and ex-champ and serial hustler Bobby Riggs.,He made a bet. She made history.,369192,tt4622512
Tom of Finland,Tom of Finland,Dome Karukoski,Pekka Strang,Lauri Tilkanen,Jessica Grabowsky,4200000,1792414,2017,2017-02-24,116,6.7,132,1.3189,Drama,Iceland|Finland,fi,"Touko Laaksonen, a decorated officer, returns home after a harrowing and heroic experience serving his country in World War II, but life in Finland during peacetime proves equally distressing. He finds peace-time Helsinki rampant with persecution of the homosexual and men around him even being pressured to marry women and have children. Touko finds refuge in his liberating art, specialising in homoerotic drawings of muscular men, free of inhibitions. His work – made famous by his signature ‘Tom of Finland’ – became the emblem of a generation of men and fanned the flames of a gay revolution.",They called it filth. It became a revolution.,405204,tt5226984
The Ottoman Lieutenant,The Ottoman Lieutenant,Joseph Ruben,Hera Hilmar,Michiel Huisman,Josh Hartnett,40000000,413844,2017,2017-03-28,111,6.1,266,1.3184,Romance|Drama|War,Turkey|United States of America,en,"Lillie, a determined American woman, ventures overseas to join Dr. Jude at a remote medical mission in the Ottoman Empire (now Turkey). However, Lillie soon finds herself at odds with Jude and the mission’s founder, Woodruff, when she falls for the titular military man, Ismail, just as the war is about to erupt.",In a land on the brink of war the most dangerous place to be is in love.,433356,tt4943322
"Lord, Give Me Patience","Señor, dame paciencia",Álvaro Díaz Lorenzo,Jordi Sánchez,Megan Montaner,Silvia Alonso,4600000,7315040,2017,2017-06-16,91,6.3,197,1.3066,Comedy,Spain,es,An ultraconservative family father must spend a weekend with his dysfunctional children for the burial of his wife.,,437297,tt5991410
Privacy,حریم شخصی,Ahmad Moezi,Rana Azadivar,Amir Aghaei,Milad Keymaram,10000,100000,2017,2017-08-11,76,4.0,1,1.2941,Drama,Iran,fa,A group of youngsters are going to a villa in north of Tehran. But there their troubles little by little begin to appear.,,541732,tt6227164
Luckunnodu,Luckunnodu,Raaja Kiran,Vishnu Manchu,Hansika Motwani,Posani Krishna Murali,9,15,2017,2017-01-26,116,4.0,2,1.2803,Comedy|Action,India,te,"The ironically-named Lucky gets embroiled in a heist when a friend hands him a bag of cash, which was stolen from a don, who stole it from the bank, and will not rest until he recovers it.",,440454,tt6237548
Weld Batenha,ولد بطنها,نعمان حسين,Abdullrahman Al Aqel,Tariq Al-Ali,Khaled Al-Ajerib,22000000,30000000,2017,2017-01-01,227,6.0,1,1.2375,Comedy,Kuwait,ar,"The events of the play revolve around the corrupt lining in the Gulf and Arab society in a comedic and purposeful way. The events of the play begin with the opening of a shopping mall and in the presence of Minister Saleh Fahd Aish Al-Mashkhouk (Tariq Al-Ali) and the director of his library Majid (Abdul Rahman Al-Ak), but when the mall opens, Majid calls Ali Khalil, the ministry employee to tell him whether the minister was appointed or not, but the surprise is that he was taken out of his ministerial position and that he was appointed minister by mistake",,994307,tt34385571
Buy Me,Купи меня,Vadim Perelman,Yuliya Khlynina,Svetlana Ustinova,Anna Adamovych,2000000,409913,2017,2017-06-23,107,5.2,36,1.2337,Drama,Russia,ru,"Katya, a young girl from a good family, a student of philology is awarded a grant to study archives in Paris but instead of heading to Paris she travels to the Arab Emirates to start international modeling career…","Sex, Love and Dreams of a Beautiful Life",460036,tt6964554
All I See Is You,All I See Is You,Marc Forster,Blake Lively,Jason Clarke,Ahna O'Reilly,30000000,646946,2017,2017-08-10,110,5.221,596,1.2309,Mystery|Thriller|Drama,United States of America,en,"After a successful experimental surgery restores her eyesight, a young woman sees her marriage spiral in a disturbing direction.",An obsessive love story.,345923,tt4486986
Lowriders,Lowriders,Ricardo de Montreuil,Gabriel Chavarria,Demián Bichir,Theo Rossi,916000,6312033,2017,2017-04-28,99,6.756,117,1.2274,Drama|Action|Crime,United States of America,en,"A young street artist in East Los Angeles is caught between his father's obsession with lowrider car culture, his ex-felon brother and his need for self-expression.",,333384,tt1366338
Shubh Mangal Saavdhan,शुभ मंगल सावधान,R. S. Prasanna,Ayushmann Khurrana,Bhumi Pednekar,Seema Pahwa,3425875,8838757,2017,2017-08-31,105,6.5,73,1.2038,Romance|Comedy,,hi,A couple fall in love but then the groom discovers that he suffers from erectile dysfunction.,Stand Up For Love,471892,tt6971752
Fidaa,ఫిదా,Sekhar Kammula,Sai Pallavi,Varun Tej,Sai Chand,2100000,7000000,2017,2017-07-20,145,7.4,33,1.1965,Drama|Romance|Comedy,India,te,Two young people embark on a winding and rocky path to love after meeting at a wedding.,,467649,tt7159382
The Midwife,Sage femme,Martin Provost,Catherine Frot,Catherine Deneuve,Olivier Gourmet,7000000,7286136,2017,2017-03-22,117,6.131,145,1.1936,Drama,Belgium|France,fr,"Claire is a midwife and has devoted her life to others. At a moment when she is preoccupied by the imminent closure of the maternity clinic where she works, her life is further turned upside down when Béatrice, her father's former mistress, turns up on the scene. Béatrice is a capricious and selfish woman, Claire's exact opposite.",,439154,tt5348236
Half Girlfriend,Half Girlfriend,Mohit Suri,Arjun Kapoor,Shraddha Kapoor,Rhea Chakraborty,7445000,12805400,2017,2017-05-18,135,6.272,79,1.1637,Romance|Drama,India,hi,"A boy meets a girl named Riya and falls in love. After struggling to convince her to be his girlfriend, she half-heartedly agrees to be his `half-girlfriend'.","More Than A Friend,  Lesser Than A Girlfriend",413884,tt5474042
Cebiche de Tiburón,Cebiche de Tiburón,Daniel Winitsky,Manuel Gold,César Ritter,Sergio Galliani,15454,45150,2017,2017-02-02,105,2.2,4,1.1402,Adventure|Comedy,Peru,es,"Following the crazy advice of two shamans, an aspiring chef appeals to an incredible resource to win a national cooking competition: he publicly commits to personally dive to the bottom of the sea, find a sleeping shark, wake it up and turn it into a ceviche.",,462907,tt8532152
Borg vs McEnroe,Borg vs McEnroe,Janus Metz,Sverrir Gudnason,Shia LaBeouf,Stellan Skarsgård,7500000,16657800,2017,2017-09-08,108,6.908,1169,1.1233,Drama|History,Denmark|Finland,sv,"The Swedish Björn Borg and the American John McEnroe, the best tennis players in the world, maintain a legendary duel during the 1980 Wimbledon tournament.",Some stars shine forever,397538,tt5727282
See You Up There,Au revoir là-haut,Albert Dupontel,Nahuel Pérez Biscayart,Albert Dupontel,Laurent Lafitte,23000000,15100000,2017,2017-10-25,113,7.845,1312,1.1128,Drama|Crime|War,Canada|France,fr,"In November 1918, a few days before the Armistice, when Lieutenant Pradelle orders a senseless attack, he causes a useless disaster; but his outrageous act also binds the lives of two soldiers who have nothing more in common than the battlefield: Édouard saves Albert, although at a high cost. They become companions in misfortune who will attempt to survive in a changing world. Pradelle, in his own way, does the same.",,430424,tt5258850
The Ballad of Lefty Brown,The Ballad of Lefty Brown,Jared Moshé,Bill Pullman,Peter Fonda,Kathy Baker,8000000,7856,2017,2017-12-15,105,6.2,180,1.083,Western,United States of America,en,"Aging sidekick Lefty Brown has ridden with Eddie Johnson his entire life. But when a rustler kills Eddie, Lefty is forced from his partner’s shadow and must confront the ugly realities of frontier justice.",He never wanted to be the hero,438457,tt4400994
Ang Panday,Ang Panday,Coco Martin,Coco Martin,Awra Briguela,Jake Cuenca,5084000,10449798,2017,2017-12-25,128,7.8,3,1.0801,Family|Action|Adventure,Philippines,tl,A young blacksmith realizes his destiny when a malevolent demon bent on ruling the world unleashes an army of creatures on humanity.,,494971,tt6947630
Woodshock,Woodshock,Laura Mulleavy,Kirsten Dunst,Joe Cole,Pilou Asbæk,5000000,43682,2017,2017-09-22,100,4.5,73,1.0754,Drama|Thriller,United States of America,en,"Theresa, a haunted young woman spiraling in the wake of profound loss, is torn between her fractured emotional state and the reality-altering effects of a potent cannabinoid drug.",,396777,tt4677924
Happy End,Happy End,Michael Haneke,Isabelle Huppert,Jean-Louis Trintignant,Mathieu Kassovitz,13600000,2610794,2017,2017-06-21,110,6.2,403,1.0535,Drama,France|Germany,fr,A well-to-do French family living in Calais deal with a series of setbacks and crises while paying little attention to the grim conditions in the refugee camps within a few miles of their home.,Don't believe the title of this Michael Haneke film.,399031,tt5304464
The Summit,La cordillera,Santiago Mitre,Ricardo Darín,Érica Rivas,Gerardo Romano,6000000,5699056,2017,2017-08-17,114,5.889,135,1.0317,Drama|Thriller,Argentina|France,es,"At a summit for Latin American presidents in Chile where the region's geopolitical strategies and alliances are in discussion, Argentine president Hernán Blanco endures political and family drama that will force him to face his own demons.",Ambition has no limits,440374,tt6047298
A Bag of Marbles,Un sac de billes,Christian Duguay,Dorian Le Clech,Batyste Fleurial,Patrick Bruel,21400000,10898998,2017,2017-01-18,113,7.813,875,1.0151,War|Drama,Belgium|Canada,fr,"At the beginning of the 1940s, in a France occupied by Nazi forces, lived the Jewish Joffo family. Happy and tight-knit, she sees her future darken when all members of the family are forced to wear the yellow star. Fearing the worst, the parents organized their family to flee to the free zone in the south of the country. Maurice, twelve years old, and Joseph, ten years old, will therefore leave alone in order to maximize their chances of finding their older brothers already settled in Nice.  The brothers left to their own devices demonstrate an incredible amount of cleverness, courage, and ingenuity to escape the enemy invasion and to try to reunite their family once again.",Home Is Where Family Is,398924,tt5091612
Their Finest,Their Finest,Lone Scherfig,Gemma Arterton,Sam Claflin,Bill Nighy,11795877,3603484,2017,2017-02-19,117,6.634,425,0.9964,Romance|War|Drama,France|Sweden,en,"During the Blitz of World War II, a female screenwriter works on a film celebrating England's resilience as a way to buoy a weary populace's spirits. Her efforts to dramatise the true story of two sisters who undertook their own maritime mission to rescue wounded soldiers are met with mixed feelings by a dismissive all-male staff.",In the fight for freedom everyone played a part.,340101,tt1661275
"52Hz, I Love You",52赫兹，我爱你,Wei Te-sheng,Chuan-Ying Chuang,Chung-Yu Lin,Mify Chen,2650000,1500000,2017,2017-01-26,109,5.0,9,0.9818,Comedy|Music|Romance,Taiwan,zh,"'Cape No. 7' director Wei Te-Sheng returns to his melodic roots with Taiwan's first musical, '52Hz, I Love You.'",,437962,tt6327400
Rendel,Rendel,Jesse Haaja,Kris Gummerus,Rami Rusinen,Renne Korppila,1686858,1891907,2017,2017-09-22,105,5.524,251,0.9479,Action|Fantasy|Crime,Finland,fi,"Rendel, a masked superhero, becomes blinded by his desire for revenge against a sinister criminal organization.",Revenge begets revenge.,397852,tt3881026
Gold,Oro,Agustín Díaz Yanes,Óscar Jaenada,Raúl Arévalo,Bárbara Lennie,7130000,1528185,2017,2017-11-10,103,5.7,189,0.9224,Adventure|History|Drama|Action,Spain,es,Spanish soldiers battle indigenous tribes and their own brutal natures as they search for a legendary city built of gold.,,436830,tt5162658
In Perfect Health,Perfect sănătos,Anca Damian,Vlad Ivanov,Anghel Damian,Olimpia Melinte,830000,4297,2017,2017-09-15,109,4.9,10,0.9113,Drama,Romania,ro,"A young man trying to solve the puzzle of his father's last moments rattles the life of a quiet town and unburies unwanted truths. His compulsive quest becomes a downward spiral of love, lust and lies.",,477848,tt5120010
Little Spirou,Le Petit Spirou,Nicolas Bary,Sacha Pinault,Natacha Régnier,Pierre Richard,9850941,3503943,2017,2017-09-27,86,5.146,96,0.8921,Comedy|Family,Belgium|France,fr,"Petit Spirou, like all his family before him, has a career destiny all traced. When his mother announces that he will integrate the grooms school at the beginning of the new school year, Petit Spirou, with the help of his friends, will take advantage of his last days of class to declare his love to Suzette. And no matter how. They decide to live an extraordinary adventure.",,398947,tt6194538
No. 17 Soheila,No. 17 Soheila,Mahmoud Ghaffari,Zahra Davoudnejad,Babak Hamidian,Mehrdad Sedighian,10000,10000,2017,2017-02-04,90,0.0,0,0.8621,Drama|Family,Iran,fa,"A movie about a girl who tries to get married, Because she afraid for future when she can not become pregnant.",No. 17 Soheila,439134,tt8967900
Camp Cool Kids,Camp Cool Kids,Lisa Arnold,Markie Post,Logan Shroyer,Leigh-Allyn Baker,1000000,5199,2017,2017-07-11,104,5.316,38,0.848,Family,United States of America,en,"Encouraged by his quirky grandfather, a young boy faces his fears at summer camp.",Face Your Fears!,467988,tt4703182
Majaz: Ae Gham-e-Dil Kya Karun,Majaz: Ae Gham-e-Dil Kya Karun,Ravindra Singh,Priyanshu Chatterjee,Rashmi Mishra,Anas Ali Khan,25,2,2017,2017-01-20,158,5.0,1,0.8425,Drama|Romance,,hi,"Majaz- Ae Gham-e-Dil Kya Karun is a biopic on the life of Asrarul Haq Majaz Lakhnavi. This film depicts the story of a poet and his throes with professional life, setback with love and fragmentation with family. The film brings back the classic era of lost realms related to culture, heritage and relationships. It is a love story circumscribed with different shades of issues which twists the life of the characters.",,502524,
