source,url,published,title,headline_vader,finbert_neg,finbert_neu,finbert_pos,finbert_score,lang,match_metals,match_adjacent_industries
Unknown,https://www.cnbc.com/2025/10/27/chinas-industrial-profits-surge-21point6percent-september-biggest-jump-in-nearly-two-years-.html,20251027T021500Z,"China industrial profits surge 21 . 6 % in September , biggest jump in nearly two years",0.4404,0.9224121570587158,0.012285183183848858,0.06530263274908066,-0.8571095243096352,en,True,True
Unknown,https://www.breitbart.com/economy/2025/10/28/trump-sanctions-push-russian-oil-giant-lukoil-to-sell-foreign-assets/,20251029T001500Z,Trump Sanctions Push Russian Oil Giant Lukoil to Sell Foreign Assets,0.1779,0.9440217018127441,0.04362897574901581,0.01234924141317606,-0.9316724603995681,en,True,True
Unknown,https://www.breitbart.com/national-security/2025/10/28/trump-sanctions-push-russian-oil-giant-lukoil-to-sell-foreign-assets/,20251029T151500Z,Trump Sanctions Push Russian Oil Giant Lukoil to Sell Foreign Assets,0.1779,0.9440217018127441,0.04362897574901581,0.01234924141317606,-0.9316724603995681,en,True,True
Unknown,https://allafrica.com/stories/202510270197.html,20251027T133000Z,"Nigeria : Dangote Refinery Set to Become World Biggest , Plans 1 . 4 Million Bpd Processing Capacity",0.0,0.00784300733357668,0.11530375480651855,0.8768532872200012,0.8690102798864245,en,True,True
Unknown,https://news.ku.edu/news/article/study-documents-wind-regulations-across-all-kansas-counties-can-help-guide-energy-policies-nationwide,20251027T184500Z,Featured news and headlines,0.0,0.04162627086043358,0.9059450626373291,0.05242866277694702,0.010802391916513443,en,False,True
Unknown,https://www.mining.com/press-release?id=690248a1bd3a3493120d2e6d,20251029T190000Z,Press Release,0.0,0.05467228218913078,0.9206537008285522,0.02467401511967182,-0.02999826706945896,en,True,False
Unknown,https://www.ghanaweb.com/GhanaHomePage/business/From-650-000-to-1-4M-Barrels-Per-Day-Dangote-unveils-ambitious-refinery-expansion-2006905,20251027T174500Z,"From 650 , 000 to 1 . 4M Barrels Per Day : Dangote unveils ambitious refinery expansion",0.4767,0.016361970454454422,0.05261988192796707,0.9310181140899658,0.9146561436355114,en,True,True
Unknown,https://www.heraldscotland.com/opinion/25572871.lack-sort-industrial-strategy-alarming/,20251027T124500Z,The lack of any sort of industrial strategy is alarming,-0.4215,0.8131270408630371,0.15271660685539246,0.03415633738040924,-0.7789707034826279,en,True,True
Unknown,https://www.perthnow.com.au/news/fantastic-future-mining-billionaire-andrew-forrest-backs-australian-manufacturing-c-20484306,20251027T043000Z,  Fantastic future : Mining billionaire Andrew Forrest backs Australian manufacturing,0.5267,0.022292522713541985,0.701327383518219,0.2763800621032715,0.2540875393897295,en,True,True
Unknown,https://www.enca.com/business/nigeria-refinery-aims-be-worlds-biggest-expansion,20251027T123000Z,Nigeria refinery aims to be world biggest with expansion,0.0,0.9391312003135681,0.043105244636535645,0.017763622105121613,-0.9213675782084465,en,True,True
Unknown,https://www.finanznachrichten.de/nachrichten-2025-10/66809242-envision-energy-takes-gold-for-cross-border-collaboration-at-2025-asian-power-awards-008.htm,20251028T101500Z,Envision Energy Takes Gold for Cross - Border Collaboration at 2025 Asian Power Awards,0.6249,0.00815502367913723,0.14281195402145386,0.8490330576896667,0.8408780340105295,en,False,True
Unknown,https://www.techradar.com/pro/how-technology-can-power-the-uk-to-net-zero,20251028T170000Z,How technology can power the united kingdom to net zero,0.4215,0.011615294963121414,0.7411289215087891,0.24725572764873505,0.23564043268561363,en,False,True
